user_id,demographic_segment,assigned_perk
495029,Middle-Aged Single Females,Exclusive Discounts
495042,Senior Single Females,1 Night Free Hotel with Flight
495080,Adult Single Females,No Cancellation Fee
495272,Adult Single Females,Free Hotel Meal
495273,Adult Single Females,1 Night Free Hotel with Flight
495386,Senior Family Females,Free Checked Bag
495482,Middle-Aged Single Females,Exclusive Discounts
495592,Senior Family Males,Free Checked Bag
495603,Adult Single Females,No Cancellation Fee
495727,Senior Single Females,1 Night Free Hotel with Flight
496016,Middle-Aged Single Females,Free Checked Bag
496074,Adult Single Females,No Cancellation Fee
496273,Senior Single Females,Free Checked Bag
496286,Middle-Aged Single Males,1 Night Free Hotel with Flight
496332,Senior Single Females,1 Night Free Hotel with Flight
496382,Middle-Aged Single Females,Free Checked Bag
496408,Middle-Aged Single Females,No Cancellation Fee
496566,Senior Single Females,No Cancellation Fee
496899,Young Adult Single Females,1 Night Free Hotel with Flight
496972,Adult Single Females,No Cancellation Fee
497042,Elderly Family Females,Exclusive Discounts
497077,Middle-Aged Single Females,1 Night Free Hotel with Flight
497108,Senior Single Females,No Cancellation Fee
497225,Senior Single Females,No Cancellation Fee
497475,Senior Single Females,Free Checked Bag
497615,Senior Family Females,Free Hotel Meal
497678,Middle-Aged Single Females,No Cancellation Fee
497680,Middle-Aged Family Females,Free Hotel Meal
497829,Elderly Family Males,1 Night Free Hotel with Flight
497915,Middle-Aged Single Females,Free Checked Bag
498154,Middle-Aged Single Females,Free Checked Bag
498199,Senior Single Females,Free Hotel Meal
498287,Middle-Aged Single Males,1 Night Free Hotel with Flight
498298,Teenage Single Females,Free Hotel Meal
498357,Middle-Aged Single Females,1 Night Free Hotel with Flight
498363,Senior Single Females,No Cancellation Fee
498500,Senior Family Females,1 Night Free Hotel with Flight
498574,Middle-Aged Single Females,Free Checked Bag
498607,Middle-Aged Single Females,1 Night Free Hotel with Flight
498665,Middle-Aged Single Females,No Cancellation Fee
498857,Middle-Aged Single Females,1 Night Free Hotel with Flight
498931,Elderly Family Females,No Cancellation Fee
499028,Middle-Aged Single Females,No Cancellation Fee
499038,Adult Single Females,Free Checked Bag
499252,Middle-Aged Single Females,Free Checked Bag
499313,Senior Single Females,Free Checked Bag
499366,Senior Single Females,1 Night Free Hotel with Flight
499375,Middle-Aged Single Females,1 Night Free Hotel with Flight
499379,Elderly Single Females,1 Night Free Hotel with Flight
499461,Senior Single Females,Exclusive Discounts
499475,Middle-Aged Single Females,No Cancellation Fee
499633,Adult Single Females,Free Checked Bag
499634,Adult Family Females,No Cancellation Fee
499659,Elderly Family Females,No Cancellation Fee
499669,Adult Family Females,Free Checked Bag
499751,Senior Single Females,1 Night Free Hotel with Flight
499760,Senior Family Females,No Cancellation Fee
499780,Middle-Aged Family Females,No Cancellation Fee
499810,Senior Single Males,1 Night Free Hotel with Flight
499847,Senior Family Females,No Cancellation Fee
499969,Adult Single Females,Free Hotel Meal
499979,Senior Single Females,1 Night Free Hotel with Flight
499990,Middle-Aged Single Females,1 Night Free Hotel with Flight
500078,Senior Single Females,Free Checked Bag
500196,Senior Single Females,1 Night Free Hotel with Flight
500243,Young Adult Single Females,1 Night Free Hotel with Flight
500257,Middle-Aged Single Females,Free Checked Bag
500288,Teenage Family Females,1 Night Free Hotel with Flight
500299,Young Adult Single Females,Free Checked Bag
500493,Middle-Aged Family Females,No Cancellation Fee
500532,Middle-Aged Family Females,Free Hotel Meal
500646,Senior Single Females,Free Hotel Meal
500745,Adult Single Females,1 Night Free Hotel with Flight
500773,Adult Single Females,Exclusive Discounts
500791,Elderly Single Females,Exclusive Discounts
500828,Senior Single Females,Free Checked Bag
500972,Middle-Aged Family Females,1 Night Free Hotel with Flight
500974,Middle-Aged Single Females,1 Night Free Hotel with Flight
501087,Elderly Single Females,Free Checked Bag
501125,Senior Family Males,Free Checked Bag
501184,Elderly Family Females,1 Night Free Hotel with Flight
501322,Senior Family Females,1 Night Free Hotel with Flight
501344,Senior Single Males,1 Night Free Hotel with Flight
501436,Adult Single Females,1 Night Free Hotel with Flight
501512,Adult Family Females,No Cancellation Fee
501708,Young Adult Single Females,Free Checked Bag
501735,Adult Single Females,Free Checked Bag
501764,Senior Single Females,No Cancellation Fee
501780,Teenage Family Males,No Cancellation Fee
501794,Middle-Aged Single Females,Free Checked Bag
501817,Senior Single Females,Free Checked Bag
501830,Adult Family Females,Free Hotel Meal
501897,Middle-Aged Family Females,1 Night Free Hotel with Flight
501947,Senior Family Females,Exclusive Discounts
502063,Senior Single Females,1 Night Free Hotel with Flight
502145,Middle-Aged Single Females,1 Night Free Hotel with Flight
502210,Middle-Aged Single Females,Free Hotel Meal
502212,Young Adult Single Females,1 Night Free Hotel with Flight
502353,Middle-Aged Single Females,1 Night Free Hotel with Flight
502412,Elderly Family Females,Free Hotel Meal
502435,Middle-Aged Family Females,Free Checked Bag
502444,Adult Single Females,No Cancellation Fee
502609,Senior Single Females,No Cancellation Fee
502626,Middle-Aged Family Females,Free Checked Bag
502799,Senior Single Females,Free Checked Bag
502819,Middle-Aged Single Females,No Cancellation Fee
502826,Senior Family Females,No Cancellation Fee
502847,Senior Single Females,Free Hotel Meal
502850,Middle-Aged Family Females,No Cancellation Fee
502875,Senior Family Females,Free Checked Bag
502995,Elderly Single Females,No Cancellation Fee
503042,Adult Single Females,Free Checked Bag
503049,Elderly Single Females,No Cancellation Fee
503058,Adult Single Females,Free Hotel Meal
503126,Adult Single Females,Free Hotel Meal
503161,Senior Single Females,No Cancellation Fee
503277,Senior Single Females,1 Night Free Hotel with Flight
503342,Middle-Aged Single Females,No Cancellation Fee
503418,Middle-Aged Single Females,No Cancellation Fee
503483,Young Adult Family Females,Free Checked Bag
503621,Middle-Aged Single Females,Exclusive Discounts
503760,Middle-Aged Single Females,1 Night Free Hotel with Flight
503773,Teenage Family Females,No Cancellation Fee
503918,Adult Single Females,No Cancellation Fee
503928,Senior Family Females,No Cancellation Fee
503945,Senior Single Females,1 Night Free Hotel with Flight
503973,Middle-Aged Single Females,Free Hotel Meal
504081,Middle-Aged Family Females,Free Checked Bag
504133,Middle-Aged Single Females,1 Night Free Hotel with Flight
504240,Middle-Aged Single Females,1 Night Free Hotel with Flight
504299,Middle-Aged Family Females,1 Night Free Hotel with Flight
504320,Adult Single Females,Free Checked Bag
504371,Senior Family Females,1 Night Free Hotel with Flight
504435,Middle-Aged Single Females,1 Night Free Hotel with Flight
504473,Adult Single Females,Free Checked Bag
504579,Elderly Single Females,No Cancellation Fee
504610,Elderly Single Females,No Cancellation Fee
504665,Adult Single Females,1 Night Free Hotel with Flight
504669,Middle-Aged Single Females,1 Night Free Hotel with Flight
504786,Senior Family Females,Free Hotel Meal
504859,Adult Family Females,Free Hotel Meal
504892,Adult Single Females,No Cancellation Fee
504916,Middle-Aged Family Males,1 Night Free Hotel with Flight
504936,Elderly Single Females,1 Night Free Hotel with Flight
504945,Middle-Aged Single Females,Exclusive Discounts
505062,Middle-Aged Family Females,No Cancellation Fee
505066,Young Adult Family Males,Free Hotel Meal
505172,Adult Family Males,1 Night Free Hotel with Flight
505230,Elderly Single Females,Free Hotel Meal
505285,Middle-Aged Family Females,Exclusive Discounts
505289,Adult Single Females,No Cancellation Fee
505358,Middle-Aged Single Females,No Cancellation Fee
505414,Senior Single Females,No Cancellation Fee
505498,Middle-Aged Family Males,1 Night Free Hotel with Flight
505617,Senior Family Females,1 Night Free Hotel with Flight
505667,Senior Single Females,No Cancellation Fee
505680,Senior Single Females,Free Hotel Meal
505713,Middle-Aged Single Females,No Cancellation Fee
505747,Middle-Aged Single Females,Free Checked Bag
505771,Elderly Family Females,No Cancellation Fee
505854,Senior Single Females,1 Night Free Hotel with Flight
505916,Adult Single Females,Free Hotel Meal
505933,Senior Single Females,Exclusive Discounts
505941,Senior Family Females,Free Hotel Meal
506013,Middle-Aged Single Females,1 Night Free Hotel with Flight
506130,Middle-Aged Single Females,1 Night Free Hotel with Flight
506186,Adult Single Females,1 Night Free Hotel with Flight
506234,Middle-Aged Single Females,Free Checked Bag
506250,Middle-Aged Family Females,Free Checked Bag
506347,Teenage Single Females,No Cancellation Fee
506427,Senior Family Females,Exclusive Discounts
506611,Senior Single Females,Free Hotel Meal
506652,Senior Family Females,No Cancellation Fee
506675,Senior Family Females,Free Hotel Meal
506704,Elderly Single Females,1 Night Free Hotel with Flight
506777,Elderly Single Females,Free Checked Bag
506807,Middle-Aged Single Females,Exclusive Discounts
506828,Adult Single Females,Free Checked Bag
506837,Senior Family Females,Free Checked Bag
506858,Senior Family Females,1 Night Free Hotel with Flight
506990,Adult Single Females,No Cancellation Fee
507036,Middle-Aged Single Females,Free Hotel Meal
507133,Adult Single Females,1 Night Free Hotel with Flight
507207,Teenage Family Females,Free Hotel Meal
507273,Adult Single Females,No Cancellation Fee
507376,Adult Single Females,1 Night Free Hotel with Flight
507395,Senior Family Females,Exclusive Discounts
507431,Middle-Aged Single Females,1 Night Free Hotel with Flight
507435,Senior Family Females,No Cancellation Fee
507505,Senior Family Females,1 Night Free Hotel with Flight
507513,Teenage Single Females,No Cancellation Fee
507531,Young Adult Single Females,Free Hotel Meal
507557,Elderly Family Females,Free Hotel Meal
507573,Middle-Aged Single Females,Free Checked Bag
507617,Senior Single Females,1 Night Free Hotel with Flight
507728,Middle-Aged Family Females,No Cancellation Fee
507732,Senior Single Males,Exclusive Discounts
507753,Young Adult Family Females,Free Hotel Meal
507759,Senior Single Females,Free Checked Bag
507773,Middle-Aged Single Females,1 Night Free Hotel with Flight
507805,Middle-Aged Family Females,1 Night Free Hotel with Flight
508050,Senior Single Females,Free Checked Bag
508096,Elderly Single Females,1 Night Free Hotel with Flight
508111,Middle-Aged Family Females,No Cancellation Fee
508144,Middle-Aged Single Females,1 Night Free Hotel with Flight
508153,Adult Single Males,1 Night Free Hotel with Flight
508240,Adult Single Females,Free Checked Bag
508360,Middle-Aged Single Females,No Cancellation Fee
508367,Senior Single Females,No Cancellation Fee
508497,Middle-Aged Single Females,Free Hotel Meal
508512,Elderly Single Females,Free Hotel Meal
508546,Adult Single Females,Free Checked Bag
508611,Young Adult Family Females,Free Hotel Meal
508625,Middle-Aged Single Females,1 Night Free Hotel with Flight
508693,Senior Single Females,1 Night Free Hotel with Flight
508713,Teenage Family Females,1 Night Free Hotel with Flight
508731,Senior Single Females,Free Hotel Meal
508829,Teenage Single Females,1 Night Free Hotel with Flight
508848,Senior Family Females,Free Checked Bag
508849,Middle-Aged Single Females,1 Night Free Hotel with Flight
508856,Young Adult Family Males,Free Checked Bag
508857,Middle-Aged Single Females,1 Night Free Hotel with Flight
508860,Adult Single Males,No Cancellation Fee
508866,Adult Single Females,1 Night Free Hotel with Flight
508877,Senior Family Females,1 Night Free Hotel with Flight
508891,Teenage Family Females,Free Checked Bag
508892,Adult Single Females,1 Night Free Hotel with Flight
508901,Senior Family Females,No Cancellation Fee
508912,Middle-Aged Single Males,No Cancellation Fee
508917,Young Adult Single Males,Free Checked Bag
508923,Senior Family Females,Exclusive Discounts
508938,Middle-Aged Single Females,Free Checked Bag
508940,Middle-Aged Single Males,No Cancellation Fee
508944,Elderly Single Females,1 Night Free Hotel with Flight
508946,Adult Single Males,Free Hotel Meal
508964,Adult Family Females,No Cancellation Fee
508973,Middle-Aged Single Females,1 Night Free Hotel with Flight
509001,Elderly Single Females,No Cancellation Fee
509024,Teenage Single Females,Free Checked Bag
509036,Middle-Aged Family Females,1 Night Free Hotel with Flight
509052,Elderly Single Females,No Cancellation Fee
509061,Adult Family Females,1 Night Free Hotel with Flight
509069,Middle-Aged Single Females,1 Night Free Hotel with Flight
509098,Middle-Aged Single Females,1 Night Free Hotel with Flight
509115,Middle-Aged Single Females,1 Night Free Hotel with Flight
509119,Adult Single Females,1 Night Free Hotel with Flight
509157,Adult Family Females,No Cancellation Fee
509160,Senior Family Males,Exclusive Discounts
509162,Senior Single Females,Free Hotel Meal
509202,Adult Family Females,Free Hotel Meal
509221,Middle-Aged Single Females,Free Hotel Meal
509242,Middle-Aged Single Males,No Cancellation Fee
509272,Young Adult Family Females,Free Hotel Meal
509278,Senior Single Females,1 Night Free Hotel with Flight
509282,Middle-Aged Single Females,1 Night Free Hotel with Flight
509302,Elderly Family Females,No Cancellation Fee
509316,Middle-Aged Single Females,No Cancellation Fee
509324,Senior Single Females,1 Night Free Hotel with Flight
509341,Young Adult Single Females,No Cancellation Fee
509346,Senior Family Males,No Cancellation Fee
509353,Adult Single Females,1 Night Free Hotel with Flight
509354,Middle-Aged Single Males,Free Hotel Meal
509359,Middle-Aged Single Females,1 Night Free Hotel with Flight
509402,Elderly Single Females,No Cancellation Fee
509411,Middle-Aged Single Females,No Cancellation Fee
509413,Senior Single Females,No Cancellation Fee
509414,Young Adult Single Females,1 Night Free Hotel with Flight
509419,Middle-Aged Single Females,Free Checked Bag
